Sample file,Num positive words,Num of negative words,Algorithm-type,Running time,Sketch,Completed Sketch,Starting formula,Final Size,Checked?
final_benchmark/f:04-nw:050-ml:10-0.trace,50,50,naive-sat,1.84,?u1(p),F(p),F(p),2,True
final_benchmark/f:09-nw:400-ml:06-0.trace,400,400,naive-sat,15.15,"?u1(->(q,?u1(p)))","G(->(q,G(p)))","G(->(q,G(p)))",5,True
final_benchmark/f:08-nw:100-ml:06-0.trace,100,100,naive-sat,900,"->(?1,U(p,q))",,"->(F(q),U(p,q))",
final_benchmark/f:08-nw:025-ml:14-0.trace,25,25,naive-sat,7.09,"?b1(F(q),?b2(p,q))","->(F(q),&(p,q))","->(F(q),U(p,q))",5,True
final_benchmark/f:09-nw:200-ml:14-0.trace,200,200,naive-sat,900,"G(->(q,?1))",,"G(->(q,G(p)))",
final_benchmark/f:07-nw:050-ml:14-0.trace,50,50,naive-sat,2.9,?u1(p),G(p),G(p),2,True
final_benchmark/f:02-nw:050-ml:06-0.trace,50,50,naive-sat,2.86,"?b1(F(q),?b2(!(p),q))","->(F(q),&(!(p),q))","->(F(q),U(!(p),q))",6,True
final_benchmark/f:08-nw:010-ml:10-0.trace,10,10,naive-sat,1.9,"?b1(F(q),?b2(p,q))","->(F(q),&(p,q))","->(F(q),U(p,q))",5,True
final_benchmark/f:05-nw:025-ml:14-0.trace,25,25,naive-sat,71.7,"|(?1,F(&(p,F(q))))","|(G(p),F(&(p,F(q))))","|(G(!(p)),F(&(p,F(q))))",7,True
final_benchmark/f:07-nw:200-ml:10-0.trace,200,200,naive-sat,6.67,?u1(p),G(p),G(p),2,True
final_benchmark/f:01-nw:400-ml:14-0.trace,400,400,naive-sat,900,G(!(?1)),,G(!(p)),
final_benchmark/f:09-nw:050-ml:10-0.trace,50,50,naive-sat,364.96,"G(->(q,?1))","G(->(q,&(q,G(p))))","G(->(q,G(p)))",6,True
final_benchmark/f:03-nw:010-ml:06-0.trace,10,10,naive-sat,53.07,"G(->(q,?1))","G(->(q,&(q,G(!(p)))))","G(->(q,G(!(p))))",7,True
final_benchmark/f:04-nw:400-ml:06-0.trace,400,400,naive-sat,900,F(?1),,F(p),
final_benchmark/f:06-nw:010-ml:14-0.trace,10,10,naive-sat,900,"G(&(p,->(!(q),U(!(q),?1))))",,"G(&(p,->(!(q),U(!(q),&(r,!(q))))))",
final_benchmark/f:05-nw:100-ml:06-0.trace,100,100,naive-sat,7.33,"?b1(G(!(p)),F(?b2(p,F(q))))","|(G(!(p)),F(&(p,F(q))))","|(G(!(p)),F(&(p,F(q))))",8,True
final_benchmark/f:03-nw:100-ml:10-0.trace,100,100,naive-sat,7.83,"?u1(->(q,?u1(!(p))))","G(->(q,G(!(p))))","G(->(q,G(!(p))))",6,True
final_benchmark/f:02-nw:400-ml:10-0.trace,400,400,naive-sat,900,"->(?1,U(!(p),q))",,"->(F(q),U(!(p),q))",
final_benchmark/f:05-nw:010-ml:10-0.trace,10,10,naive-sat,6.55,"|(?1,F(&(p,F(q))))","|(G(q),F(&(p,F(q))))","|(G(!(p)),F(&(p,F(q))))",7,True
final_benchmark/f:01-nw:200-ml:06-0.trace,200,200,naive-sat,4.1,?u1(!(p)),G(!(p)),G(!(p)),3,True
final_benchmark/f:06-nw:025-ml:10-0.trace,25,25,naive-sat,900,"G(&(p,->(!(q),U(!(q),?1))))",,"G(&(p,->(!(q),U(!(q),&(r,!(q))))))",
final_benchmark/f:04-nw:200-ml:14-0.trace,200,200,naive-sat,10.9,?u1(p),F(p),F(p),2,True
final_benchmark/f:09-nw:100-ml:14-0.trace,100,100,naive-sat,900,"G(->(q,?1))",,"G(->(q,G(p)))",
final_benchmark/f:08-nw:400-ml:14-0.trace,400,400,naive-sat,101.43,"?b1(F(q),?b2(p,q))","->(F(q),U(p,q))","->(F(q),U(p,q))",5,True
final_benchmark/f:09-nw:025-ml:06-0.trace,25,25,naive-sat,1.03,"?u1(->(q,?u1(p)))","G(->(q,G(p)))","G(->(q,G(p)))",5,True
final_benchmark/f:08-nw:200-ml:06-0.trace,200,200,naive-sat,900,"->(?1,U(p,q))",,"->(F(q),U(p,q))",
final_benchmark/f:06-nw:050-ml:06-0.trace,50,50,naive-sat,3.88,"G(&(p,?b1(!(q),?b2(!(q),&(r,!(q))))))","G(&(p,->(!(q),U(!(q),&(r,!(q))))))","G(&(p,->(!(q),U(!(q),&(r,!(q))))))",9,True
final_benchmark/f:03-nw:050-ml:14-0.trace,50,50,naive-sat,6.18,"?u1(->(q,?u1(!(p))))","G(->(q,G(!(p))))","G(->(q,G(!(p))))",6,True
final_benchmark/f:03-nw:200-ml:10-0.trace,200,200,naive-sat,15.83,"?u1(->(q,?u1(!(p))))","G(->(q,G(!(p))))","G(->(q,G(!(p))))",6,True
final_benchmark/f:04-nw:025-ml:06-0.trace,25,25,naive-sat,900,F(?1),,F(p),
final_benchmark/f:01-nw:025-ml:14-0.trace,25,25,naive-sat,900,G(!(?1)),,G(!(p)),
final_benchmark/f:01-nw:100-ml:06-0.trace,100,100,naive-sat,2.08,?u1(!(p)),G(!(p)),G(!(p)),3,True
final_benchmark/f:02-nw:010-ml:14-0.trace,10,10,naive-sat,900,"->(?1,U(!(p),q))",,"->(F(q),U(!(p),q))",
final_benchmark/f:07-nw:010-ml:06-0.trace,10,10,naive-sat,900,G(?1),,G(p),
final_benchmark/f:04-nw:100-ml:14-0.trace,100,100,naive-sat,5.71,?u1(p),F(p),F(p),2,True
final_benchmark/f:05-nw:400-ml:14-0.trace,400,400,naive-sat,900,"|(?1,F(&(p,F(q))))",,"|(G(!(p)),F(&(p,F(q))))",
final_benchmark/f:01-nw:010-ml:10-0.trace,10,10,naive-sat,900,G(!(?1)),,G(!(p)),
final_benchmark/f:06-nw:400-ml:10-0.trace,400,400,naive-sat,900,"G(&(p,->(!(q),U(!(q),?1))))",,"G(&(p,->(!(q),U(!(q),&(r,!(q))))))",
final_benchmark/f:07-nw:100-ml:10-0.trace,100,100,naive-sat,3.48,?u1(p),G(p),G(p),2,True
final_benchmark/f:02-nw:025-ml:10-0.trace,25,25,naive-sat,900,"->(?1,U(!(p),q))",,"->(F(q),U(!(p),q))",
final_benchmark/f:05-nw:200-ml:06-0.trace,200,200,naive-sat,13.99,"?b1(G(!(p)),F(?b2(p,F(q))))","U(G(!(p)),F(&(p,F(q))))","|(G(!(p)),F(&(p,F(q))))",8,True
final_benchmark/f:07-nw:400-ml:10-0.trace,400,400,naive-sat,13.68,?u1(p),G(p),G(p),2,True
final_benchmark/f:06-nw:100-ml:10-0.trace,100,100,naive-sat,900,"G(&(p,->(!(q),U(!(q),?1))))",,"G(&(p,->(!(q),U(!(q),&(r,!(q))))))",
final_benchmark/f:01-nw:200-ml:14-0.trace,200,200,naive-sat,900,G(!(?1)),,G(!(p)),
final_benchmark/f:03-nw:025-ml:10-0.trace,25,25,naive-sat,2.05,"?u1(->(q,?u1(!(p))))","G(->(q,G(!(p))))","G(->(q,G(!(p))))",6,True
final_benchmark/f:04-nw:200-ml:06-0.trace,200,200,naive-sat,900,F(?1),,F(p),
final_benchmark/f:02-nw:200-ml:10-0.trace,200,200,naive-sat,900,"->(?1,U(!(p),q))",,"->(F(q),U(!(p),q))",
final_benchmark/f:05-nw:025-ml:06-0.trace,25,25,naive-sat,2.01,"?b1(G(!(p)),F(?b2(p,F(q))))","U(G(!(p)),F(&(p,F(q))))","|(G(!(p)),F(&(p,F(q))))",8,True
final_benchmark/f:03-nw:010-ml:14-0.trace,10,10,naive-sat,1.27,"?u1(->(q,?u1(!(p))))","G(->(q,G(!(p))))","G(->(q,G(!(p))))",6,True
final_benchmark/f:01-nw:400-ml:06-0.trace,400,400,naive-sat,7.62,?u1(!(p)),G(!(p)),G(!(p)),3,True
final_benchmark/f:06-nw:010-ml:06-0.trace,10,10,naive-sat,0.7,"G(&(p,?b1(!(q),?b2(!(q),&(r,!(q))))))","G(&(p,|(!(q),->(!(q),&(r,!(q))))))","G(&(p,->(!(q),U(!(q),&(r,!(q))))))",9,True
final_benchmark/f:05-nw:100-ml:14-0.trace,100,100,naive-sat,900,"|(?1,F(&(p,F(q))))",,"|(G(!(p)),F(&(p,F(q))))",
final_benchmark/f:04-nw:400-ml:14-0.trace,400,400,naive-sat,21.74,?u1(p),F(p),F(p),2,True
final_benchmark/f:09-nw:200-ml:06-0.trace,200,200,naive-sat,7.88,"?u1(->(q,?u1(p)))","G(->(q,G(p)))","G(->(q,G(p)))",5,True
final_benchmark/f:07-nw:050-ml:06-0.trace,50,50,naive-sat,900,G(?1),,G(p),
final_benchmark/f:02-nw:050-ml:14-0.trace,50,50,naive-sat,900,"->(?1,U(!(p),q))",,"->(F(q),U(!(p),q))",
final_benchmark/f:01-nw:050-ml:10-0.trace,50,50,naive-sat,900,G(!(?1)),,G(!(p)),
final_benchmark/f:08-nw:100-ml:14-0.trace,100,100,naive-sat,26.12,"?b1(F(q),?b2(p,q))","->(F(q),U(p,q))","->(F(q),U(p,q))",5,True
final_benchmark/f:09-nw:400-ml:14-0.trace,400,400,naive-sat,900,"G(->(q,?1))",,"G(->(q,G(p)))",
final_benchmark/f:08-nw:025-ml:06-0.trace,25,25,naive-sat,900,"->(?1,U(p,q))",,"->(F(q),U(p,q))",
final_benchmark/f:02-nw:100-ml:10-0.trace,100,100,naive-sat,900,"->(?1,U(!(p),q))",,"->(F(q),U(!(p),q))",
final_benchmark/f:03-nw:400-ml:10-0.trace,400,400,naive-sat,30.58,"?u1(->(q,?u1(!(p))))","G(->(q,G(!(p))))","G(->(q,G(!(p))))",6,True
final_benchmark/f:04-nw:010-ml:10-0.trace,10,10,naive-sat,0.35,?u1(p),F(p),F(p),2,True
final_benchmark/f:07-nw:025-ml:10-0.trace,25,25,naive-sat,0.89,?u1(p),G(p),G(p),2,True
final_benchmark/f:05-nw:200-ml:14-0.trace,200,200,naive-sat,900,"|(?1,F(&(p,F(q))))",,"|(G(!(p)),F(&(p,F(q))))",
final_benchmark/f:04-nw:025-ml:14-0.trace,25,25,naive-sat,1.22,?u1(p),F(p),F(p),2,True
final_benchmark/f:01-nw:025-ml:06-0.trace,25,25,naive-sat,0.56,?u1(!(p)),G(!(p)),G(!(p)),3,True
final_benchmark/f:06-nw:200-ml:10-0.trace,200,200,naive-sat,900,"G(&(p,->(!(q),U(!(q),?1))))",,"G(&(p,->(!(q),U(!(q),&(r,!(q))))))",
final_benchmark/f:01-nw:100-ml:14-0.trace,100,100,naive-sat,900,G(!(?1)),,G(!(p)),
final_benchmark/f:02-nw:010-ml:06-0.trace,10,10,naive-sat,0.6,"?b1(F(q),?b2(!(p),q))","->(F(q),U(!(p),q))","->(F(q),U(!(p),q))",6,True
final_benchmark/f:08-nw:050-ml:10-0.trace,50,50,naive-sat,7.12,"?b1(F(q),?b2(p,q))","->(F(q),&(p,q))","->(F(q),U(p,q))",5,True
final_benchmark/f:05-nw:400-ml:06-0.trace,400,400,naive-sat,28.99,"?b1(G(!(p)),F(?b2(p,F(q))))","|(G(!(p)),F(&(p,F(q))))","|(G(!(p)),F(&(p,F(q))))",8,True
final_benchmark/f:07-nw:010-ml:14-0.trace,10,10,naive-sat,0.6,?u1(p),G(p),G(p),2,True
final_benchmark/f:04-nw:100-ml:06-0.trace,100,100,naive-sat,900,F(?1),,F(p),
final_benchmark/f:08-nw:200-ml:14-0.trace,200,200,naive-sat,51.25,"?b1(F(q),?b2(p,q))","->(F(q),U(p,q))","->(F(q),U(p,q))",5,True
final_benchmark/f:06-nw:050-ml:14-0.trace,50,50,naive-sat,900,"G(&(p,->(!(q),U(!(q),?1))))",,"G(&(p,->(!(q),U(!(q),&(r,!(q))))))",
final_benchmark/f:09-nw:010-ml:10-0.trace,10,10,naive-sat,68.28,"G(->(q,?1))","G(->(q,&(q,G(p))))","G(->(q,G(p)))",6,True
final_benchmark/f:03-nw:050-ml:06-0.trace,50,50,naive-sat,224.89,"G(->(q,?1))","G(->(q,&(q,G(!(p)))))","G(->(q,G(!(p))))",7,True
final_benchmark/f:05-nw:050-ml:10-0.trace,50,50,naive-sat,155.45,"|(?1,F(&(p,F(q))))","|(false,F(&(p,F(q))))","|(G(!(p)),F(&(p,F(q))))",7,True
final_benchmark/f:08-nw:400-ml:06-0.trace,400,400,naive-sat,900,"->(?1,U(p,q))",,"->(F(q),U(p,q))",
final_benchmark/f:09-nw:100-ml:06-0.trace,100,100,naive-sat,3.76,"?u1(->(q,?u1(p)))","G(->(q,G(p)))","G(->(q,G(p)))",5,True
final_benchmark/f:09-nw:025-ml:14-0.trace,25,25,naive-sat,417.98,"G(->(q,?1))","G(->(q,&(q,G(p))))","G(->(q,G(p)))",6,True
final_benchmark/f:01-nw:010-ml:10-0.trace,10,10,naive-sat,0.4,?u1(!(p)),G(!(p)),G(!(p)),3,True
final_benchmark/f:06-nw:400-ml:10-0.trace,400,400,naive-sat,68.43,"G(&(p,?b1(!(q),?b2(!(q),&(r,!(q))))))","G(&(p,->(!(q),U(!(q),&(r,!(q))))))","G(&(p,->(!(q),U(!(q),&(r,!(q))))))",9,True
final_benchmark/f:07-nw:100-ml:10-0.trace,100,100,naive-sat,900,G(?1),,G(p),
final_benchmark/f:02-nw:025-ml:10-0.trace,25,25,naive-sat,3.27,"?b1(F(q),?b2(!(p),q))","->(F(q),&(!(p),q))","->(F(q),U(!(p),q))",6,True
final_benchmark/f:05-nw:200-ml:06-0.trace,200,200,naive-sat,490.1,"|(?1,F(&(p,F(q))))","|(&(p,!(p)),F(&(p,F(q))))","|(G(!(p)),F(&(p,F(q))))",8,True
final_benchmark/f:03-nw:200-ml:10-0.trace,200,200,naive-sat,900,"G(->(q,?1))",,"G(->(q,G(!(p))))",
final_benchmark/f:04-nw:025-ml:06-0.trace,25,25,naive-sat,0.47,?u1(p),F(p),F(p),2,True
final_benchmark/f:01-nw:025-ml:14-0.trace,25,25,naive-sat,1.55,?u1(!(p)),G(!(p)),G(!(p)),3,True
final_benchmark/f:01-nw:100-ml:06-0.trace,100,100,naive-sat,900,G(!(?1)),,G(!(p)),
final_benchmark/f:02-nw:010-ml:14-0.trace,10,10,naive-sat,2.86,"?b1(F(q),?b2(!(p),q))","->(F(q),&(!(p),q))","->(F(q),U(!(p),q))",6,True
final_benchmark/f:07-nw:010-ml:06-0.trace,10,10,naive-sat,0.24,?u1(p),G(p),G(p),2,True
final_benchmark/f:04-nw:100-ml:14-0.trace,100,100,naive-sat,900,F(?1),,F(p),
final_benchmark/f:05-nw:400-ml:14-0.trace,400,400,naive-sat,123.74,"?b1(G(!(p)),F(?b2(p,F(q))))","|(G(!(p)),F(&(p,F(q))))","|(G(!(p)),F(&(p,F(q))))",8,True
final_benchmark/f:08-nw:200-ml:06-0.trace,200,200,naive-sat,11.37,"?b1(F(q),?b2(p,q))","->(F(q),U(p,q))","->(F(q),U(p,q))",5,True
final_benchmark/f:06-nw:050-ml:06-0.trace,50,50,naive-sat,900,"G(&(p,->(!(q),U(!(q),?1))))",,"G(&(p,->(!(q),U(!(q),&(r,!(q))))))",
final_benchmark/f:03-nw:050-ml:14-0.trace,50,50,naive-sat,900,"G(->(q,?1))",,"G(->(q,G(!(p))))",
final_benchmark/f:09-nw:100-ml:14-0.trace,100,100,naive-sat,12.12,"?u1(->(q,?u1(p)))","G(->(q,G(p)))","G(->(q,G(p)))",5,True
final_benchmark/f:08-nw:400-ml:14-0.trace,400,400,naive-sat,900,"->(?1,U(p,q))",,"->(F(q),U(p,q))",
final_benchmark/f:09-nw:025-ml:06-0.trace,25,25,naive-sat,40.96,"G(->(q,?1))","G(->(q,&(q,G(p))))","G(->(q,G(p)))",6,True
final_benchmark/f:03-nw:100-ml:10-0.trace,100,100,naive-sat,900,"G(->(q,?1))",,"G(->(q,G(!(p))))",
final_benchmark/f:02-nw:400-ml:10-0.trace,400,400,naive-sat,53.19,"?b1(F(q),?b2(!(p),q))","->(F(q),U(!(p),q))","->(F(q),U(!(p),q))",6,True
final_benchmark/f:05-nw:010-ml:10-0.trace,10,10,naive-sat,1.74,"?b1(G(!(p)),F(?b2(p,F(q))))","U(G(!(p)),F(&(p,F(q))))","|(G(!(p)),F(&(p,F(q))))",8,True
final_benchmark/f:01-nw:200-ml:06-0.trace,200,200,naive-sat,900,G(!(?1)),,G(!(p)),
final_benchmark/f:06-nw:025-ml:10-0.trace,25,25,naive-sat,3.69,"G(&(p,?b1(!(q),?b2(!(q),&(r,!(q))))))","G(&(p,->(!(q),U(!(q),&(r,!(q))))))","G(&(p,->(!(q),U(!(q),&(r,!(q))))))",9,True
final_benchmark/f:04-nw:200-ml:14-0.trace,200,200,naive-sat,900,F(?1),,F(p),
final_benchmark/f:05-nw:025-ml:14-0.trace,25,25,naive-sat,8.71,"?b1(G(!(p)),F(?b2(p,F(q))))","U(G(!(p)),F(&(p,F(q))))","|(G(!(p)),F(&(p,F(q))))",8,True
final_benchmark/f:07-nw:200-ml:10-0.trace,200,200,naive-sat,900,G(?1),,G(p),
final_benchmark/f:01-nw:400-ml:14-0.trace,400,400,naive-sat,24.29,?u1(!(p)),G(!(p)),G(!(p)),3,True
final_benchmark/f:03-nw:010-ml:06-0.trace,10,10,naive-sat,0.44,"?u1(->(q,?u1(!(p))))","G(->(q,G(!(p))))","G(->(q,G(!(p))))",6,True
final_benchmark/f:09-nw:050-ml:10-0.trace,50,50,naive-sat,3.39,"?u1(->(q,?u1(p)))","G(->(q,G(p)))","G(->(q,G(p)))",5,True
final_benchmark/f:04-nw:400-ml:06-0.trace,400,400,naive-sat,7.17,?u1(p),F(p),F(p),2,True
final_benchmark/f:06-nw:010-ml:14-0.trace,10,10,naive-sat,2.79,"G(&(p,?b1(!(q),?b2(!(q),&(r,!(q))))))","G(&(p,->(!(q),U(!(q),&(r,!(q))))))","G(&(p,->(!(q),U(!(q),&(r,!(q))))))",9,True
final_benchmark/f:05-nw:100-ml:06-0.trace,100,100,naive-sat,106.01,"|(?1,F(&(p,F(q))))","|(&(q,!(q)),F(&(p,F(q))))","|(G(!(p)),F(&(p,F(q))))",8,True
final_benchmark/f:09-nw:200-ml:14-0.trace,200,200,naive-sat,23.59,"?u1(->(q,?u1(p)))","G(->(q,G(p)))","G(->(q,G(p)))",5,True
final_benchmark/f:07-nw:050-ml:14-0.trace,50,50,naive-sat,900,G(?1),,G(p),
final_benchmark/f:08-nw:010-ml:10-0.trace,10,10,naive-sat,900,"->(?1,U(p,q))",,"->(F(q),U(p,q))",
final_benchmark/f:02-nw:050-ml:06-0.trace,50,50,naive-sat,900,"->(?1,U(!(p),q))",,"->(F(q),U(!(p),q))",
final_benchmark/f:04-nw:050-ml:10-0.trace,50,50,naive-sat,900,F(?1),,F(p),
final_benchmark/f:09-nw:400-ml:06-0.trace,400,400,naive-sat,900,"G(->(q,?1))",,"G(->(q,G(p)))",
final_benchmark/f:08-nw:100-ml:06-0.trace,100,100,naive-sat,5.49,"?b1(F(q),?b2(p,q))","->(F(q),&(p,q))","->(F(q),U(p,q))",5,True
final_benchmark/f:08-nw:025-ml:14-0.trace,25,25,naive-sat,900,"->(?1,U(p,q))",,"->(F(q),U(p,q))",
final_benchmark/f:05-nw:050-ml:10-0.trace,50,50,naive-sat,7.9,"?b1(G(!(p)),F(?b2(p,F(q))))","U(G(!(p)),F(&(p,F(q))))","|(G(!(p)),F(&(p,F(q))))",8,True
final_benchmark/f:08-nw:400-ml:06-0.trace,400,400,naive-sat,21.64,"?b1(F(q),?b2(p,q))","->(F(q),U(p,q))","->(F(q),U(p,q))",5,True
final_benchmark/f:09-nw:100-ml:06-0.trace,100,100,naive-sat,186.05,"G(->(q,?1))","G(->(q,&(q,G(p))))","G(->(q,G(p)))",6,True
final_benchmark/f:09-nw:025-ml:14-0.trace,25,25,naive-sat,3.17,"?u1(->(q,?u1(p)))","G(->(q,G(p)))","G(->(q,G(p)))",5,True
final_benchmark/f:08-nw:200-ml:14-0.trace,200,200,naive-sat,900,"->(?1,U(p,q))",,"->(F(q),U(p,q))",
final_benchmark/f:06-nw:050-ml:14-0.trace,50,50,naive-sat,14.99,"G(&(p,?b1(!(q),?b2(!(q),&(r,!(q))))))","G(&(p,->(!(q),U(!(q),&(r,!(q))))))","G(&(p,->(!(q),U(!(q),&(r,!(q))))))",9,True
final_benchmark/f:03-nw:050-ml:06-0.trace,50,50,naive-sat,1.96,"?u1(->(q,?u1(!(p))))","G(->(q,G(!(p))))","G(->(q,G(!(p))))",6,True
final_benchmark/f:09-nw:010-ml:10-0.trace,10,10,naive-sat,0.9,"?u1(->(q,?u1(p)))","G(->(q,G(p)))","G(->(q,G(p)))",5,True
final_benchmark/f:04-nw:025-ml:14-0.trace,25,25,naive-sat,900,F(?1),,F(p),
final_benchmark/f:01-nw:025-ml:06-0.trace,25,25,naive-sat,900,G(!(?1)),,G(!(p)),
final_benchmark/f:06-nw:200-ml:10-0.trace,200,200,naive-sat,29.91,"G(&(p,?b1(!(q),?b2(!(q),&(r,!(q))))))","G(&(p,->(!(q),U(!(q),&(r,!(q))))))","G(&(p,->(!(q),U(!(q),&(r,!(q))))))",9,True
final_benchmark/f:01-nw:100-ml:14-0.trace,100,100,naive-sat,6.13,?u1(!(p)),G(!(p)),G(!(p)),3,True
final_benchmark/f:08-nw:050-ml:10-0.trace,50,50,naive-sat,900,"->(?1,U(p,q))",,"->(F(q),U(p,q))",
final_benchmark/f:02-nw:010-ml:06-0.trace,10,10,naive-sat,900,"->(?1,U(!(p),q))",,"->(F(q),U(!(p),q))",
final_benchmark/f:05-nw:400-ml:06-0.trace,400,400,naive-sat,900,"|(?1,F(&(p,F(q))))",,"|(G(!(p)),F(&(p,F(q))))",
final_benchmark/f:07-nw:010-ml:14-0.trace,10,10,naive-sat,900,G(?1),,G(p),
final_benchmark/f:04-nw:100-ml:06-0.trace,100,100,naive-sat,1.84,?u1(p),F(p),F(p),2,True
final_benchmark/f:02-nw:100-ml:10-0.trace,100,100,naive-sat,13.12,"?b1(F(q),?b2(!(p),q))","->(F(q),&(!(p),q))","->(F(q),U(!(p),q))",6,True
final_benchmark/f:03-nw:400-ml:10-0.trace,400,400,naive-sat,900,"G(->(q,?1))",,"G(->(q,G(!(p))))",
final_benchmark/f:04-nw:010-ml:10-0.trace,10,10,naive-sat,900,F(?1),,F(p),
final_benchmark/f:07-nw:025-ml:10-0.trace,25,25,naive-sat,900,G(?1),,G(p),
final_benchmark/f:05-nw:200-ml:14-0.trace,200,200,naive-sat,59.87,"?b1(G(!(p)),F(?b2(p,F(q))))","U(G(!(p)),F(&(p,F(q))))","|(G(!(p)),F(&(p,F(q))))",8,True
final_benchmark/f:01-nw:050-ml:10-0.trace,50,50,naive-sat,1.88,?u1(!(p)),G(!(p)),G(!(p)),3,True
final_benchmark/f:08-nw:100-ml:14-0.trace,100,100,naive-sat,900,"->(?1,U(p,q))",,"->(F(q),U(p,q))",
final_benchmark/f:09-nw:400-ml:14-0.trace,400,400,naive-sat,47.13,"?u1(->(q,?u1(p)))","G(->(q,G(p)))","G(->(q,G(p)))",5,True
final_benchmark/f:08-nw:025-ml:06-0.trace,25,25,naive-sat,1.41,"?b1(F(q),?b2(p,q))","->(F(q),&(p,q))","->(F(q),U(p,q))",5,True
final_benchmark/f:09-nw:200-ml:06-0.trace,200,200,naive-sat,580.21,"G(->(q,?1))","G(->(q,&(q,G(p))))","G(->(q,G(p)))",6,True
final_benchmark/f:07-nw:050-ml:06-0.trace,50,50,naive-sat,0.89,?u1(p),G(p),G(p),2,True
final_benchmark/f:02-nw:050-ml:14-0.trace,50,50,naive-sat,13.17,"?b1(F(q),?b2(!(p),q))","->(F(q),&(!(p),q))","->(F(q),U(!(p),q))",6,True
final_benchmark/f:02-nw:200-ml:10-0.trace,200,200,naive-sat,26.36,"?b1(F(q),?b2(!(p),q))","->(F(q),U(!(p),q))","->(F(q),U(!(p),q))",6,True
final_benchmark/f:05-nw:025-ml:06-0.trace,25,25,naive-sat,18.11,"|(?1,F(&(p,F(q))))","|(false,F(&(p,F(q))))","|(G(!(p)),F(&(p,F(q))))",7,True
final_benchmark/f:03-nw:010-ml:14-0.trace,10,10,naive-sat,437.66,"G(->(q,?1))","G(->(q,&(q,G(!(p)))))","G(->(q,G(!(p))))",7,True
final_benchmark/f:01-nw:400-ml:06-0.trace,400,400,naive-sat,900,G(!(?1)),,G(!(p)),
final_benchmark/f:06-nw:010-ml:06-0.trace,10,10,naive-sat,900,"G(&(p,->(!(q),U(!(q),?1))))",,"G(&(p,->(!(q),U(!(q),&(r,!(q))))))",
final_benchmark/f:05-nw:100-ml:14-0.trace,100,100,naive-sat,31.85,"?b1(G(!(p)),F(?b2(p,F(q))))","U(G(!(p)),F(&(p,F(q))))","|(G(!(p)),F(&(p,F(q))))",8,True
final_benchmark/f:04-nw:400-ml:14-0.trace,400,400,naive-sat,900,F(?1),,F(p),
final_benchmark/f:07-nw:400-ml:10-0.trace,400,400,naive-sat,900,G(?1),,G(p),
final_benchmark/f:06-nw:100-ml:10-0.trace,100,100,naive-sat,14.76,"G(&(p,?b1(!(q),?b2(!(q),&(r,!(q))))))","G(&(p,->(!(q),U(!(q),&(r,!(q))))))","G(&(p,->(!(q),U(!(q),&(r,!(q))))))",9,True
final_benchmark/f:01-nw:200-ml:14-0.trace,200,200,naive-sat,13.16,?u1(!(p)),G(!(p)),G(!(p)),3,True
final_benchmark/f:03-nw:025-ml:10-0.trace,25,25,naive-sat,900,"G(->(q,?1))",,"G(->(q,G(!(p))))",
final_benchmark/f:04-nw:200-ml:06-0.trace,200,200,naive-sat,3.56,?u1(p),F(p),F(p),2,True
